"","Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
"192","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2018,7,9,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","CURRY","OR","SI (PRORATE)","VIDEO OF A GRAY WHALE TRAILING A SINGLE BUOY, WHICH ONLY APPEARS AS WHALE IS DIVING. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"193","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2018,8,26,"VESSEL STRIKE","SITKA","AK","NSI","A GRAY WHALE WAS STRUCK BY A 24 FT PRIVATE RECREATIONAL CABIN CRUISER AT 2.4 KNOTS. THE BOAT WAS JOLTED BY THE IMPACT, AFTER WHICH THE WHALE SUBMERGED IMMEDIATELY. THE WHALE WAS SEEN RESURFACING WITHIN A MINUTE OF THE STRIKE, BUT THERE WAS NO INDICATION OF INJURY TO THE ANIMAL. THE VESSEL DID NOT INCUR ANY DAMAGE.","NSI","L6C",0,"N","N"
"194","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2019,3,19,"VESSEL STRIKE","LOS ANGELES","CA","DEAD","SELF REPORTED VESSEL COLLISION WITH JET CATALINA EXPRESS WHICH HAS  A 35 KTS CRUISE SPEED AND LENGTH OF 144 FEET.  WHALE MOVING SOUTH TO NORTH AND WAS SEEN JUST AHEAD OF THE PORT BOW AS VESSEL TRAVELED WEST. WHALE HIT ON RIGHT SIDE BASED ON VESSEL DIRECTION AND NARRATIVE. VESSEL IMMEDIATELY SLOWED  AND CAPT. FELT A BUMP TOWARDS THE BACK OF THE VESSEL. CAPT. DID SEE WHALE DIVING AND TURNING DOWN JUST BEFORE COLLISION. COLLISION OCCURRED AT 33.687 AND -118.18. FRESH DEAD CARCASS FOUND ON  3/21/2019 (WCRLB-20190321ER) AT 33.73 AND -118.20 (3 MILES FROM REPORTED VESSEL STRIKE)  DETERMINED TO BE SAME WHALE AS IT HAS EVIDENCE OF BEING HIT ON THE RIGHT DORSAL SURFACE, WITH THE FORCE CAUSING SIGNIFICANT HEMORRHAGING AROUND PECTORAL FLIPPERS. LARGE WOUND ACROSS THE ANIMALS BACK CONSISTENT WITH VESSEL COLLISION.","DEAD","NA",1,"N","Y"
"195","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2019,3,24,"UNIDENTIFIED FISHERY INTERACTION","LINCOLN","OR","SI (PRORATE)","ENTANGLED WHALE SEEN WITH GREEN LINE THROUGH MOUTH. GEAR AMOUNT AND CONFIGURATION UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"196","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2019,3,24,"VESSEL STRIKE","VENTURA","CA","DEAD","WHALE HAD A SERIES OF DEEP LACERATIONS FROM A PROPELLER DOWN ENTIRE LENGTH OF PEDUNCLE. DEEP INTRAMUSCULAR ABCESS AT BASE OF PEDUNCLE WITH NECROTIC TISSUE AND NOTED POTENTIAL FOR SPINAL INVOLVEMENT IN INJURY. .","DEAD","NA",1,"N","Y"
"197","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2019,4,3,"UNIDENTIFIED FISHERY INTERACTION","LOS ANGELES","CA","DEAD","LARGE SOFTBALL SIZED ABSCESS ON VENTRAL SIDE OF RIGHT FLUKE BLADE POSTERIOR TO PEDUNCLE ON MODERATELY DECOMPOSED WHALE. ABSCESS WAS VERY HARD AND DIFFICULT TO CUT THROUGH. ABSCESS WAS COVERED IN WHALE LICE, STARTED TO BLEED WHEN CUT. UPON REVIEW OF UNDERWATER VIDEO, TWISTED ROPE IS SEEN EMBEDDED IN FLUKES RIGHT NEXT TO ABSCESS. SKIN AND BLUBBER COLLECTED. ENTIRE ABSCESS COLLECTED AND SUB SAMPLED FOR HISTOLOGY.","DEAD","NA",1,"N","Y"
"198","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2019,4,10,"VESSEL STRIKE","SAN MATEO","CA","DEAD","9.6 METER FEMALE WITH GOOD BODY CONDITION. LARGE AREA OF HEMORRHAGE ON THE RIGHT LATERAL NECK AND MUSCLES ABOVE AND BELOW THE SCAPULA. THE MUSCLE IN THIS AREA APPEARED DEEP RED AND WAS MORE DECOMPOSED THAN THE REST OF THE MUSCLE ON THE BODY. THE MUSCLE FROM THE MID THORAX DOWN WAS LIGHT REDDISH PINK AND HAD NORMAL TONE WITH LITTLE TO NO DECOMPOSITION. FINDINGS CONSISTENT WITH VESSEL STRIKE INJURY. .","DEAD","NA",1,"N","Y"
"199","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2019,4,13,"VESSEL STRIKE","CONTRA COSTA","CA","DEAD","FRESH DEAD CARCASS WAS AMPUTATED POSTERIOR TO THE GENITAL SLIT AND WAS MISSING ENTIRE PEDUNCLE AND FLUKES. BASED ON MEASUREMENT OF THE REMAINING CARCASS (910 CM.) AND SIMILAR SIZE FEMALE GRAY WHALES, WE ESTIMATED THAT THE INTACT CARCASS WOULD HAVE BEEN APPROXIMATELY 12 M. IN LENGTH.","DEAD","NA",1,"N","Y"
"200","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2019,4,14,"GILLNET FISHERY","ORANGE","CA","SI","WHALE ENTANGLED IN PINK GILLNET WITH GREEN LINES AROUND FLUKES, TRAILING 20 FEET BEHIND WHALE. MASS OF NETTING IS TIGHT AROUND FLUKES AND IS CONSTRICTING AND CUTTING INTO TRAILING EDGE OF FLUKES.","SI","L2",1,"Y","Y"
"201","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2019,4,16,"VESSEL STRIKE","SAN MATEO","CA","DEAD","10.9 METER FEMALE, SLIGHTLY UNDERWEIGHT. THE EPAXIAL MUSCLE ALONG THE POSTERIOR THORACIC VERTEBRAE (M. LONGISSIMUS DORSII) WAS FRIABLE AND MACERATED RELATIVE TO THE SAME MUSCLE LOCATED MORE CRANIAL ON THE THORACIC SPINE. CHANGE IS CONSISTENT WITH BLUNT FORCE TRAUMA AND HEMORRHAGE. AT LEAST EIGHT VERTEBRAE HAD FRACTURED DORSAL PROCESSES. ALL RIBS WERE INTACT.","DEAD","NA",1,"N","Y"
"202","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2019,4,20,"CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY","ORANGE","CA","SI","PINK MONOFILAMENT GILLNET 8 INCH MESH SIZE CONSISTENT WITH LOCAL SET GILLNET FISHERY.  BLACK FLOAT LINE (BLACK FLOATS), AND BLACK LEAD LINE WRAPPED AROUND FLUKE AND PEDUNCLE. MULTIPLE WRAPS, FOUR TO FIVE. ENTANGLEMENT DESCRIBED AS DIGGING INTO TAIL, SO A CONSTRICTING ENTANGLEMENT. LINE TRAILED DEEP. ARTICLE STATES THAT END OF TRAILING GEAR WAS 40 FT BEHIND WHALE. WHALE PARTIALLY DISENTANGLED AND FOUND DEAD ON 5/3/2020.","DEAD","NA",1,"Y","Y"
"203","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2019,4,28,"VESSEL STRIKE","MARIN","CA","DEAD","PRELIMINARY CAUSE OF DEATH: SHIPSTRIKE- PROPELLER WOUND TO PEDUNCLE. THERE WAS ONE PARTIAL AND ONE FULL-THICKNESS LACERATION ALONG THE CAUDAL PEDUNCLE AND A PARTIAL THICKNESS LACERATION ALONG THE DORSAL ASPECT OF THE FLUKE. APPROXIMATELY 128 CM CRANIAL TO THE FLUKE ALONG THE RIGHT CAUDAL PEDUNCLE EXTENDING FROM THE DORSAL MIDLINE TO THE MID-LATERAL ASPECT IS A 45.3 CM LENGTH AND 5-14 CM WIDTH, V-SHAPED PARTIAL THICKNESS LACERATION WITH RAGGED, IRREGULAR MARGINS AND EXPOSURE OF THE UNDERLYING BRIGHT RED DERMIS. ON CUT SURFACE, THE SUPERFICIAL BLUBBER UNDERLYING THE EXPOSED DERMIS HAS A WELL DEMARCATED, THIN, BRIGHT RED BAND (HEMORRHAGE). THE CAUDAL PEDUNCLE APPROXIMATELY 15 CM CRANIAL TO THE FLUKE IS ALMOST COMPLETELY TRANSECTED THROUGH THE SKIN, BLUBBER, VASCULATURE, TENDONS, AND THE CAUDAL VERTEBRAL BODY AND CONNECTED TO THE BODY BY A THICK BAND OF SKIN, BLUBBER, AND TENDONS ALONG THE RIGHT DORSAL AND LATERAL ASPECT. WOUND MARGINS ARE SHARP AND WELL-DEMARCATED. THE VERTEBRAL BONE ALONG THE CRANIAL ASPECT OF THE WOUND IS FRACTURED INTO NUMEROUS SMALL FRAGMENTS AND BONE ALONG THE CAUDAL ASPECT IS LARGELY INTACT WITH SEVERAL SMALL FRAGMENTS ALONG THE DORSAL AND LATERAL MARGINS OF THE BONE. THE CENTER OF THE VERTEBRAL BODY IS MOTTLED DARK RED TO PURPLE. ALONG THE DORSAL ASPECT OF THE FLUKE EXTENDING FROM THE LEFT LATERAL CRANIAL MARGIN DIAGONALLY TOWARDS THE RIGHT LATERAL CAUDAL MARGIN IS A 1.35 M, PARTIAL THICKNESS UP TO 3 CM DEEP LACERATION WITH EXPOSURE OF THE UNDERLYING BLUBBER AND CONNECTIVE TISSUE. THE RIGHT-SIDED, POST OCCIPITAL SUBCUTIS IS MARKEDLY EXPANDED WITH DARK RED, GELATINOUS MATERIAL (HEMORRHAGE). SKELETAL MUSCLE IS SIMILARLY HEMORRHAGIC. THE SUPERFICIAL BLUBBER IMMEDIATELY CAUDAL TO THIS IS BRIGHT RED (HEMORRHAGE).","DEAD","NA",1,"N","Y"
"204","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2019,5,4,"MARINE DEBRIS","SAN LUIS OBISPO","CA","SI (PRORATE)","WHALE DRAGGING A 2 FT X 2 FT STYROFOAM CUBE OR BUOY BEHIND BLOWHOLE. UNKNOWN AMOUNT OF LINE AND GEAR CONFIGURATION.","SI (PRORATE)","L10",0.75,"N","Y"
"205","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2019,5,6,"VESSEL STRIKE","SAN FRANCISCO","CA","DEAD","THE PRELIMINARY CAUSE OF DEATH IS SEVERE ACUTE BLUNT TRAUMA AFFECTING THE HEAD AND NECK. POST-OCCIPITAL AND THORACIC EPAXIAL AND HYPAXIAL SKELETAL MUSCLES, PREDOMINANTLY ALONG THE RIGHT SIDE AND TO A LESSER DEGREE ON THE LEFT, ARE MARKEDLY EXPANDED WITH DARK RED GELATINOUS MATERIAL (HEMORRHAGE). THE OVERLYING DEEP BLUBBER AND SUBCUTIS ARE SIMILARLY HEMORRHAGIC AND THE SUPERFICIAL BLUBBER HAS A THICK LINEAR BAND OF HEMORRHAGE. ON CUT SURFACE, SKELETAL MUSCLE AND SUBCUTIS OOZES A MODERATE VOLUME OF RED-TINGED OPAQUE FLUID. THE TIPS OF THE DORSAL SPINOUS PROCESSES ON THE ATLAS (C2) ARE ABSENT AND THE EXPOSED ENDOSTEUM IS ROUGHENED AND IRREGULAR (AVULSION FRACTURE, PRESUMPTIVE). A LARGE RECTANGULAR PORTION OF THE PERIOSTEUM ALONG THE RIGHT NUCHAL CREST IS ELEVATED FROM THE UNDERLYING BONE AND THE EXPOSED SURFACE IS SIMILARLY ROUGH AND IRREGULAR (AVULSION FRACTURE, PRESUMPTIVE). A SMALL PORTION OF THE PERIOSTEUM ALONG THE DORSAL AND LATERAL ASPECTS OF THE RIGHT OCCIPITAL CONDYLE ARE SIMILARLY AVULSED. THE RIGHT SCAPULA HUMERAL AND RIGHT SQUAMOMANDIBULAR JOINTS WERE UNREMARKABLE.","DEAD","NA",1,"N","Y"
"206","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2019,6,3,"MARINE DEBRIS","SNOHOMISH","WA","NSI","GRAY WHALE BRIEFLY ENTANGLED IN MOORING BUOY BEFORE SELF-RELEASING. WHALE SEEN GEAR-FREE AFTER EVENT.","NSI","L3",0,"N","N"
"207","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2019,6,12,"DUNGENESS CRAB POT FISHERY (COMMERCIAL)","CURRY","OR","DEAD","DURING A SEABIRD SURVEY, HELICOPTER TEAM  DETECTED  DEAD ENTANGLED WHALE WITH MULTIPLE SETS OF DUNGENESS GEAR. STATE FISHERY NOT CONFIRMED.","DEAD","NA",1,"Y","Y"
"208","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2019,9,6,"VESSEL STRIKE","LINCOLN","OR","SI","WHALE TOWING LINE FROM DAMAGED LEFT FLUKE BLADE THAT HAD DEEP PROPELLER INJURY,  AS EVIDENCED BY REGULAR SPACING AND CHARACTER OF WOUNDS. LINE WAS CAUGHT IN THE SCAR OF THE PROPELLER WOUND. CYAMIDS NOTED IN WOUND. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. OBSERVER WAS AN OSU WHALE RESEARCHER.","SI","L5A",1,"Y","Y"
"209","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2019,9,13,"UNIDENTIFIED FISHERY INTERACTION","LINCOLN","OR","SI (PRORATE)","MULTIPLE WRAPS ON FLUKES, TRAILING LINE 40 FEET BEHIND ANIMAL, WHERE IT SANK BELOW SURFACE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"210","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2020,1,12,"UNIDENTIFIED FISHERY INTERACTION","VENTURA","CA","SI (PRORATE)","APPROXIMATELY 75 FEET OF LINE TRAILING FROM TAIL AREA ON WHALE. AT THE END OF THE LINE IS A SINGLE LIGHT GREEN OR YELLOWISH GREEN BUOY. FULL GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"211","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2020,1,20,"GILLNET FISHERY","SAN DIEGO","CA","SI (PRORATE)","ROPE IN FRONT OF BLOWHOLE AND WRAPPED AROUND THE ROSTRUM AND TRAILING DOWNWARD; BLUEISH/PURPLE MONOFILAMENT NETTING DRAPPED OVER THE BLOWHOLE, WRAPPED ON ITSELF INTO A ""CORD"" TRAILING OVER BACK. GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"212","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2020,4,24,"DUNGENESS CRAB POT FISHERY (WASHINGTON)","CLALLAM","WA","SI (PRORATE)","FREE-SWIMMING GRAY WHALE WITH CLOSED BRIDLE THROUGH MOUTH. OTHER END OF GEAR TRAILING WITH BUOYS AND DESCENDING TO DEPTH. LINE RUNS THROUGH MOUTH; OUT OF LEFT MOUTH ACROSS THE HEAD TO MEET UP WITH THE LINE COMING FROM THE RIGHT MOUTH IN A MULTIPLE TWISTS. THE LINE FROM THE LEFT MOUTH CONTINUES AFTER THE TWISTS TOWARDS THE SEAFLOOR / TRAP.  THE LINE FROM THE RIGHT MOUTH CONTINUES PAST THE TWISTS TO THE BUOYS NEAR THE PEDUNCLE. POT LINE - 10 FATHOMS OF 3/8THS SINKING LINE FROM BUOY, RUNNING TO 2 FMS OF 7/16TH FLOATING LINE TO POT  HAD BLUE SQUARE WDFW TAG FROM 2019-20 SEASON (300 POT LIMIT FROM COASTAL WA); 10 FATHOMS OF 3/8THS SINKING LINE FROM BUOY. RESCUE TEAM WAS ABLE TO CUT GEAR FREE / FULL RELEASE.","NSI","L3",0,"Y","Y"
"213","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2020,5,10,"UNIDENTIFIED FISHERY INTERACTION","PACIFIC","WA","DEAD","MODERATELY DECOMPOSED AND IN POOR NUTRITIONAL CONDITION WITH HEALING ENTANGLEMENT INJURY AT TIP OF LOWER JAW. ONE SET OF PHOTOS POSTED ON FACEBOOK ON MAY 10 SHOWED A LOOSE ENTANGLEMENT ON LEFT PECTORAL FLIPPER, BUT THE GEAR WAS GONE BY MORNING OF MAY 11. WHALE ALSO SHOWED EVIDENCE OF PRIOR ENTANGLEMENT.","DEAD","NA",1,"N","Y"
"214","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2020,5,31,"VESSEL STRIKE","PACIFIC","WA","DEAD","BLUNT FORCE TRAUMA TO LEFT SIDE ROSTRUM. HEMORRHAGE, EDEMA, HEMATOMA, FORCE STRONG ENOUGH TO CAUSE LATITUDINAL CRACKS IN BALEEN AND BEND THE FRINGE OUTWARD OVER THE LOWER LIP. NO BROKEN BONES SEEN. AT LEAST CONTRIBUTED TO THE MORTALITY. HEALED ENTANGLEMENT WOUNDS ON LEADING EDGE OF FLUKES AND ON TAILSTOCK--NOT RELATED TO MORTALITY. INDENT ACROSS TONGUE (HEALED), APPROX 1/3 POSTERIOR TO THE TIP, APPEARS TO HAVE BEEN WRAPPED/CONSTRICTED AT SOME POINT--NOT RELATED TO MORTALITY. VESSEL SIZE AND SPEED UNKNOWN.","DEAD","NA",1,"N","Y"
"215","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2020,7,5,"VESSEL STRIKE","GRAYS HARBOR","WA","DEAD","BLUNT FORCE TRAUMA TO TOP OF HEAD, PREMORTEM. HEMORRHAGE AND EDEMA AT TOP OF HEAD. BONE NEAR EAR CANAL CHIPPED, EVIDENCE OF DRAINING HEMORRHAGE IN AREA. TINY BONE FRAGMENTS COULD BE FELT IN EDEMATOUS BONE TISSUE. VESSEL SIZE AND SPEED UNKNOWN.","DEAD","NA",1,"N","Y"
"216","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2020,8,6,"GILLNET FISHERY, TRIBAL","CLALLAM","WA","DEAD","TRIBAL SALMON GILLNET; NET AND ROPE THIS WHALE WAS REPORTED BY FISHERMAN (TRIBAL SALMON GILLNET FISHERY) THAT HAD CAUGHT THE WHALE IN HIS NET. IT WAS DEAD ON ARRIVAL AT 9:40 AM AFTER HAVING DROWNED IN THE NET. IT IS NOT KNOWN WHEN THE WHALE WAS ENTANGLED, OR WHEN IT DIED, BUT IT WAS CLEAR THAT THE WHALE HAD VERY LITTLE DECOMPOSITION SUGGESTING THAT IT HAD NOT BEEN DEAD IN THE NET FOR TOO LONG. CARCASS WAS BROUGHT ASHORE FOR A FULL EXAMINATION DUE TO THE ONGOING GRAY WHALE UME INVESTIGATION AND THE FRESH CONDITION OF THE ANIMAL. PRETTY CLEAR WHERE THE LARGE ROPES OF NET HAD INTERACTED WITH THE WHALE - BUT IF ROPE HAD NOT BEEN SEEN AT THAT LOCATION IT WOULD HAVE BEEN HARD TO PICK OUT AS COMPARED TO NORMAL SUITE OF SCARS AND SCRATCHES ON A GRAY WHALES. WE DID NOT SEE ANY OF THE CHARACTERISTIC HASH MARKING CAUSED BY A NET. ALSO INCLUDED IN NORTHWEST INDIAN FISHERIES COMMISSION ANNUAL REPORT.","DEAD","NA",1,"N","Y"
"217","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2020,8,7,"GILLNET FISHERY","MENDOCINO","CA","SI (PRORATE)","BLUE STEEL LINE WITH 2 BUOYS (1/2 WHITE/ 1/2 ORANGE)  WRAPPED AROUND HEAD AND FLIPPER. WE BELIEVE IT COULD BE WRAPPED AROUND THE LEFT PECTORAL AND THERE IS SOME SMALL REMNANTS OF GILLNET. UNAUTHORIZED RP SAID THEY GRABBED THE LINE VERY CLOSE TO THE WHALE AND WHEN THE WHALE FELT THEM ON THE LINE IT SPOOKED AND DOVE AND THEY DIDN'T SEE IT AGAIN. FINAL OUTCOME AND GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"218","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2020,8,19,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI (PRORATE)","ORANGE BUOY WITH MARINE GROWTH ATTACHED TO LEFT SIDE OF WHALE, ATTACHMENT POINT ASSUMED TO BE PECTORAL FLIPPER BASED ON PHOTO. REPORTING PARTY STATES THERE WAS A SMALL AMOUNT OF BLUE GILLNET ATTACHED TO THE BUOY, BUT IT IS NOT VISIBLE IN PHOTOS. GEAR AMOUNT AND CONFIGURATION UNKNOWN. WHALE APPEARS HEALTHY AND IS FREE-SWIMMING. ASSUMED TO BE SAME UNIDENTIFIED WHALE INITIALLY SEEN OFF GUALALA IN MENDOCINO ON 8/7 AND IDENTIFIED AS A GRAY WHALE IN SAME AREA ON 8/13 WITH SIMILAR GEAR AND PLACEMENT.","SI (PRORATE)","L10",0.75,"N","Y"
"219","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2020,11,18,"UNIDENTIFIED FISHERY INTERACTION","ORANGE","CA","SI (PRORATE)","CONFIRMED ENTANGLED FROM UNMANNED AERIAL VEHICLE PHOTOS: BUNDLE OF LINE AT BASE OF PEDUNCLE AND MID FLUKE. CONSTRICTING LINE AT FLUKE INSERTION. LONG SINGLE LINE TRAILING THE WHALE THAT MAY EXCEED LENGTH OF WHALE. FULL GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L2",1,"N","Y"
"220","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2021,3,8,"UNIDENTIFIED FISHERY INTERACTION","GRAYS HARBOR","WA","DEAD","STRANDED DEAD WITH PREVIOUS ENTANGLEMENT SCARS. POOR PHYSICAL CONDITION, WITH VISIBLE SCAPULAE, VERTEBRAE, AND OBVIOUS LOSS OF NUCHAL FAT (PEANUT HEAD). SOME AREAS OF PROBABLE DERMATITIS, MILD-MODERATE CYAMIDS (MOSTLY AROUND BARNACLES, GENITAL/ANAL SLIT, BLOWHOLE, AND INJURIES). SOME OF THE OUTERMOST LAYER OF DERMIS ABRAIDED ON THE RIGHT SIDE OF THE HEAD. PARTIALLY HEALED ENTANGLEMENT SCARS ON TAILSTOCK/FLUKES. PARTIALLY HEALED LACERATION ON RIGHT PEDUNCLE AT FLUKE INSERTION, IMPRESSION DOWN VENTRAL SURFACE OF FLUKE BETWEEN THAT LACERATION TO A CUT INTO THE TRAILING EDGE OF THE RIGHT FLUKE. IMPRESSION ON LEFT SIDE OF PEDUNCLE AND ACROSS VENTRAL PEDUNCLE, AT THE INSERTION OF THE FLUKE. CONSISTENT WITH WRAPPING.  PARTIALLY HEALED CUTS / NOTCHES INTO TRAILING EDGE OF BOTH FLUKES. PHOTOS SHOW GAPING WOUND ON LEADING EDGE OF LEFT FLUKE / PEDUNCLE, FILLED WITH CYAMIDS. INJURIES ARE CONSISTENT WITH A CONSTRICTING ENTANGLEMENT. ENTANGLEMENT LIKELY CONTRIBUTED TO POOR CONDITION OF ANIMAL AND ULTIMATELY, STRANDING.","DEAD","NA",1,"N","Y"
"221","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2021,3,25,"MARINE DEBRIS","KITSAP","WA","DEAD","ENTRAPMENT UNDER PIER, SUBSEQUENT DROWNING. INTERNAL EVIDENCE THAT ENTRAPMENT WAS PREMORTEM AND THE ANIMAL LIKELY DRY DROWNED. DEEP (6CM) HEALED LACERATION ON L LOWER JAW WITH POSSIBLE BENDING OF BALEEN AND FAINT HEALED ABRASION L UPPER JAW, CONSISTENT WITH PREVIOUS ROPE ENTANGLEMENT. HEALED ENTANGLEMENT SCARRING AT THE INSERTION OF THE FLUKE ON L SIDE.","DEAD","NA",1,"N","Y"
"222","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2021,4,2,"VESSEL STRIKE","SAN MATEO","CA","DEAD","SUSPECTED SHIP STRIKE.  BRUISING IN THE MUSCLE NEAR THE BACK OF THE SKULL. COPIOUS AMOUNTS OF BLOODY LIQUID AND FRIABLE TISSUES FOUND IN RIGHT TEMPORALIS AREA PARTIALLY. RIBS ON RIGHT SIDE WERE INTACT AND FREE OF BRUISING AND FRACTURES.   A DEEP GASH WAS NOTED IN THE RIGHT MAXILLA, NEAR THE END OF THE ROSTRUM.","DEAD","NA",1,"N","Y"
"223","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2021,4,8,"VESSEL STRIKE","MARIN","CA","DEAD","THE CARCASS WAS IN FRESH STATE OF DECOMPOSITION ALLOWING US TO FULLY OBSERVE AND APPRECIATE THE EXTENSIVE HEMORRHAGE ON THE SKULL AND NECK REGION. THE MARKED AREAS OF HEMORRHAGE ON LUNGS IS SUGGESTIVE OF BLUNT FORCE TRAUMA BUT WILL BE EVALUATED FURTHER ON HISTOLOGY.","DEAD","NA",1,"N","Y"
"224","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2021,4,9,"UNIDENTIFIED FISHERY INTERACTION","HUMBOLDT","CA","SI (PRORATE)","ENTANGLED GRAY WHALE. THE ENTANGLING MATERIAL WAS REPORTED AS ROPE AND BUOYS ATTACHED TO THE HEAD AND MOUTH. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"225","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2021,4,14,"UNIDENTIFIED FISHERY INTERACTION","SAN FRANCISCO","CA","SI (PRORATE)","WHALE TRAILING LINE AND A SINGLE BUOY. GEAR AMOUNT AND CONFIGURATION UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"226","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2021,4,19,"UNIDENTIFIED FISHERY INTERACTION","ORANGE","CA","SI","DEPENDENT CALF WITH MOTHER ENTANGLED IN LINE WRAPPED AROUND MOUTH, TOP JAW, AND PECTORAL FIN, TRAILING OVER AND BEHIND WHALE WITH A SINGLE BUOY. REPORT STATES THAT A PARTIAL DISENTANGLEMENT RESPONSE WAS MADE, BUT NO DETAILS ON REMAINING GEAR OR CONFIGURATION.","SI","L8",1,"N","Y"
"227","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2021,4,27,"VESSEL STRIKE","PACIFIC","WA","DEAD","A SHATTERED LEFT ROSTRUM; A SUBSTANTIAL AMOUNT OF POOLED BLOODY FLUID ALONG WITH HEMORRHAGE OF THE LEFT MANDIBULAR AREA; HEMORRHAGE AND EDEMA OF THE LEFT FLIPPER; HEMORRHAGE OF VARIOUS AREAS OF THE BODY, ESPECIALLY THE DORSAL CRANIAL BACK; AND LINEAR-PATTERNED CUTS OR GOUGES ALONG THE FIRST DORSAL ""KNUCKLE"" WITH NO UNDERLYING ASSOCIATED TISSUE CHANGES. INJURIES CONSISTENT WITH VESSEL STRIKE.","DEAD","NA",1,"N","Y"
"228","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2021,5,12,"VESSEL STRIKE","MARIN","CA","DEAD","NECROPSY SHOWED EXTENSIVE HEMORRHAGING AND FRACTURES. GENERALIZED HEMORRHAGE IN THE LEFT INTERCOSTAL, CRANIAL T1-T2 INTERCOSTAL, SHOULDER, EPAXIAL, AND C1-T2. CERVICAL AND THORACIC VERTEBRAE AS WELL AS LEFT RIBS EXAMINED. T5-T11 VERTEBRAE WERE FRACTURED ON THE DORSAL PROCESSES. FINDINGS CONSISTENT WITH BLUNT FORCE TRAUMA.","DEAD","NA",1,"N","Y"
